instruction_id,conversation_id,utterance,label
flight-12,dlg-03cd8f0e-4360-4b51-9f88-50059f79de80,"Hi. I need help finding a flight from Seattle to Salt Lake City, please.",flight-search
flight-7,dlg-03dd318e-feef-462a-8fec-a275160a6f29,I need to book a flight from JFK to LAX.,flight-search
flight-5,dlg-03f30b73-5cac-47c6-8114-b32feb756824,I need to find a flight to Paris from Houston.,flight-search
flight-7,dlg-04041597-7973-4bcd-96a8-0fce971ed283,I need a round-trip first-class ticket to San Francisco on March 27th.,flight-search
flight-4,dlg-043bd810-4705-4ac9-8445-89f8d7a09038,"I would like help finding a flight to Brussels, Belgium.",flight-search
flight-7,dlg-044d3888-7fc4-4a2e-8bb7-b4b22a3069a0,I'd like to book a flight to Portland.,flight-search
flight-11,dlg-0486d642-4627-489a-a0f3-14d1c2b97068,"Hi, I'd like to book a round-trip flight from New York City to Amsterdam.",flight-search
flight-13,dlg-0490f02b-0664-4c25-b9a1-a8fb140a8ac6,Good. Thank you and I would like to book a round-trip commercial airline flight from New York City to Puerto Rico. Can you help me?,flight-search
flight-12,dlg-049187e8-da03-4356-8712-ce529d04ae1e,"Yeah. I'm looking for a round-trip flight from Los Angeles to Chicago, leaving today in the afternoon and coming back on September 12th in the afternoon.",flight-search
flight-7,dlg-0492759d-8366-4d2d-ad7b-04b08d0ccc8e,I need to plan a flight to San Diego.,flight-search
flight-11,dlg-04b64339-48a4-4ed8-bbca-f90b9907587f,"Hi, Can you help me to find a round-trip flight from Miami to Paris, please?",flight-search
flight-11,dlg-04d5eff1-34f1-401b-9a5a-7c9bfe8f335e,"Hello, I would like to book a flight from Miami to Amsterdam.",flight-search
flight-4,dlg-04e83e30-2ba3-409b-85e8-f813855875db,Hello. I would like help finding a flight to Paris.,flight-search
flight-6,dlg-053d21e6-9004-4cc5-995e-f6ffd6e7a626,Find me a direct flight to New York on March 15th.,flight-search
flight-7,dlg-0561510e-914c-43f7-b6ee-6a013400f69a,"Hi, I'm looking to get a flight to Portland Portland, Oregon.",flight-search
flight-12,dlg-056398d6-0a47-4c48-9e30-007b837fd909,"Hey. I'm looking to get a commercial airline flight. Can you help me book it? I want to go to Houston, and I'm in Seattle right now. And I want to leave today and come back in 5 days. And I want to leave in the evening and return in the evening, as well and I need nonstop flight.",flight-search
flight-3,dlg-0584f862-a046-4429-ad20-b43184c333eb,I would like help finding a flight to Washington DC.,flight-search
flight-4,dlg-05a1a28f-d5d1-421f-a36d-5d5014a4cdef,Hi. I would like a help in finding a flight to Madrid.,flight-search
flight-6,dlg-05b306a8-2dab-4e5f-bc36-2d6a264f8b0a,"I'm looking for a flight from Portland, Maine to Tampa, Florida.",flight-search
flight-10,dlg-05b7672d-c352-496c-8115-d8d2271b1059,Hi. Today I need help finding a round-trip flight from LA to Miami.,flight-search
flight-7,dlg-05b91cf2-bf82-460b-a66a-07d75e00b65a,Hi. I would like to inquire about two tickets on American Airlines from the 20th of March through the 26th of March. This would be a round-trip flight.,flight-search
flight-3,dlg-05d51c01-262c-4d0d-889f-361a5ec66e1c,Hi. I would like help finding a flight to Washington DC.,flight-search
flight-7,dlg-05de1281-5039-4c4d-a1af-adbdcb7ca0e1,"Hi, assistant. I'm looking for a flight to San Diego, California.",flight-search
flight-8,dlg-05f6996b-96a7-4a35-a5d7-97365c96773f,"Hello, I'd like to find a flight to Houston on March 20th.",flight-search
flight-7,dlg-05ff2bef-bc2f-4a03-87d1-a76fd3f5a048,"Hi, I'm looking for a flight out of LaGuardia. I'm flying to San Francisco on March 3rd.",flight-search
flight-14,dlg-0616e8f2-38c3-4429-8d5b-6e79d27d3cbb,"Hello, I'd like to take a round-trip ticket from the SFO to the LAX.",flight-search
flight-4,dlg-067bb8bb-f8ec-4538-9bc4-ac1a980f03e6,"Hello. I would like finding a flight to Amsterdam actually, to Paris.",flight-search
flight-11,dlg-06b0725b-c3f4-4137-b543-822cfdbff019,Hello. I'd like to help in finding a flight from LA to Madrid.,flight-search
flight-5,dlg-0717e405-5d3a-4e2e-8ed9-81e5c55a3fde,Hi. I'd like to find a flight to Dublin.,flight-search
flight-7,dlg-073bb87f-4e16-4cae-8a32-476f5e6b5c8b,I would like to search for the flight.,flight-search
flight-6,dlg-074ef549-7af1-49a3-b18d-37a35f0e3355,"I'd like to book a flight to Fort Lauderdale, Florida.",flight-search
flight-6,dlg-076b7f79-633e-4745-8978-0842bfa69e50,Hi. I'd like to schedule a flight to Orlando.,flight-search
flight-12,dlg-076f89a2-295b-440c-ac28-a5fb59671be7,I need help putting together a round-trip flight from San Francisco to Houston. I'm looking to depart today June 29th and I'm looking to arrive back on July 2nd.,flight-search
flight-11,dlg-07a9ea29-a518-4951-b362-e786bf34443e,Can you help me book a round-trip from Miami to London?,flight-search
flight-5,dlg-07e48ba4-92fa-425f-9f02-6459c9026f29,I would like to book a trip to Paris.,flight-search
flight-14,dlg-07e7f049-e701-41b0-8023-ae241ed434af,Hi. I'm looking to getting airplane ticket from LAX to JFK.,flight-search
flight-5,dlg-07f1ccd9-e109-41c5-8db6-afb4cdd94728,"Hi. I need help organizing a flight. I'm looking to fly to Dublin, Ireland.",flight-search
flight-6,dlg-080f2514-7741-4887-a9a8-74b988981dff,Hi. I need help finding a flight.,flight-search
flight-12,dlg-0811bb1f-3cbc-43b7-b59a-fa0628b9fa0a,Could you help me find a round-trip airline flight?,flight-search
flight-3,dlg-0833e6d0-812d-444b-9bcc-4d6d448f4fb0,Hello. I would like help finding a flight to New York.,flight-search
flight-12,dlg-08501966-728e-4d42-84ea-a3f774fb31fc,Hello. I need a flight from Seattle to Denver.,flight-search
flight-7,dlg-08520e41-78eb-4a93-97d4-51f97896c7f2,"Hello. I'd like to find a flight, please.",flight-search
flight-4,dlg-086ed5fa-5e3a-4850-933a-632a92157a88,I would like help finding a flight to Germany.,flight-search
flight-7,dlg-0874ee9b-b9c7-4426-92b1-cf90e7ddd202,"Hi. I'm looking for a flight, a round-trip flight, from Newark, New Jersey to Los Angeles.",flight-search
flight-6,dlg-087f661b-ca1d-40b0-8637-62d429866b96,"I'd like to book a flight to Miami, please.",flight-search
flight-6,dlg-08b606b0-3c9b-48d6-9f88-e5bc876a26d6,"Hi, can you help me to find a flight to New York?",flight-search
flight-5,dlg-08cb71be-91c1-4e41-a885-2a68d6bd1ef3,I'm trying to book a flight to London for next week.,flight-search
flight-7,dlg-08f0def8-7ab5-4d9e-8f8b-2807bdb4e6af,"Hi, I need help booking a flight to Portland, Oregon.",flight-search
flight-12,dlg-08fc3815-75cc-4b26-844b-8db7818df940,Hi. I'm looking for a round-trip ticket from San Francisco to Salt Lake City.,flight-search
flight-4,dlg-0968b13f-2407-4146-8183-c65e0a279760,"I would like help in finding a flight to Paris, France, please.",flight-search
flight-6,dlg-097b4e14-d7da-4e98-a0c5-50371fc22496,"Hi. I'm trying to find a flight to Charlotte, North Carolina.",flight-search
flight-12,dlg-0985e0d2-8c84-4f76-814b-e53d053d368d,I'm looking to get a round-trip from Seattle to Chicago.,flight-search
flight-12,dlg-0998784f-b432-4e77-a4d1-f1e8f0df4323,"Hello, I need some help in making a round-trip airline reservation from Seattle to Chicago.",flight-search
flight-12,dlg-09b437f7-41eb-4ddd-8218-78e30f5e1c8d,I'd like to book a round-trip flight from Los Angeles to Salt Lake City.,flight-search
flight-5,dlg-09c02916-4ebf-402f-b280-9260b7270c4b,"Hi. I need help today finding a flight to Dublin, Ireland.",flight-search
flight-6,dlg-09c484ec-73bd-44c1-8342-8b3f467e4c97,"I need help in finding a flight to Boston, Massachusetts.",flight-search
flight-12,dlg-0a0459c6-e1de-4d4d-b349-4812531a95ed,"Hi, I need you to help me finding a round-trip flight from Seattle to Chicago.",flight-search
flight-11,dlg-0a055657-f336-427f-afbc-6b7ab243170d,"Hi. I'm looking to plan a round-trip commercial air flight. You can help me find airline flight, my basic details are I'm going from Houston to London. I want to leave this Sunday and return after 5 days later.",flight-search
flight-10,dlg-0a0b0c76-8e2a-43cc-804a-b5d1040a3091,I'm looking for a round-trip flights from LA to Boston.,flight-search
flight-5,dlg-0a30dc49-66da-4f31-93fb-7dc5ee500498,I need help booking a flight.,flight-search
flight-4,dlg-0a35cb08-b7a1-405f-903a-a357530ad444,I'd like to find a flight to Frankfurt.,flight-search
flight-11,dlg-0a381932-95c8-45cb-af91-79813302916c,Hi. I need to book a flight round trip from Miami to Madrid.,flight-search
flight-6,dlg-0a45e49b-10eb-4613-a8b2-7a390e4d2535,"I need to search a flight to Fort Lauderdale, Florida.",flight-search
flight-12,dlg-0a559552-4aa3-44a6-85d3-7a1ee1f8a134,"Yeah, I need a round-trip flight from LA to Houston.",flight-search
flight-6,dlg-0a5fc6d7-4791-42eb-81f2-1b57a8557318,I need a flight to New York City.,flight-search
flight-12,dlg-0a64c62b-58e2-4622-b6a5-9882181741c6,"Hello, I need help finding a flight from San Francisco to Houston.",flight-search
flight-7,dlg-0a9a05ed-f09b-429f-b321-3998b321b0c4,Yes. I'd like to go to Santa Cruz and I think the biggest airport near there is going to be San Francisco.,flight-search
flight-12,dlg-0aacdfbe-8dc8-4985-9833-27afe3e58fb8,I'd like to book a roundtrip airline flight from San Francisco to Chicago.,flight-search
flight-6,dlg-0abedaac-3782-497d-bfe6-094374637e34,"I need to book a flight next week to New York, LaGuardia.",flight-search
flight-6,dlg-0ac15a81-9633-4835-88d7-8f698900c2e2,I would like to find a flight to New York City for this weekend.,flight-search
flight-7,dlg-0b23967f-d561-402d-a7e5-a36cdef1f2c4,I would like a nonstop flight to Las Vegas on March 15th.,flight-search
flight-5,dlg-0b36c074-9c7f-49df-b82b-127a587b1c91,"Hi, I'd like to book a trip to Berlin.",flight-search
flight-11,dlg-0b38494b-4290-4e9e-a3f8-0c5e9fcc5edb,Hi. I'd like help in finding a flight from New York City to Berlin.,flight-search
flight-11,dlg-0b39a98a-4fd8-46fd-ac37-98a17fc9ea40,I need a round-trip commercial airline flight from San Francisco to Madrid.,flight-search
flight-4,dlg-0b517ca0-64ff-4410-88f5-8906fd271650,I'd like to get a flight to Spain.,flight-search
flight-5,dlg-0b6b18ff-cbd2-4884-b408-9c5526304851,I'd like to book a flight to Milan.,flight-search
flight-10,dlg-0b7f06c4-ec76-4d00-a45c-466fb5464f25,Hello. I need help finding a flight from San Francisco to Miami. I need to leave today and fly back on the 27th of February. And I'm looking for a flight in the morning.,flight-search
flight-5,dlg-0b85428e-0a16-4231-8aee-4100e87112d4,"I'm going to visit my uncle in Belgium, and I need to find a flight.",flight-search
flight-7,dlg-0bc2bd33-adbd-4cb0-8428-eaf728d7a244,Hi. I'd like to book a round-trip to Los Angeles.,flight-search
flight-5,dlg-0bd75d53-2f3b-4f58-8bbb-db302249af94,"Hi, I need your help to get a flight to Paris, France.",flight-search
flight-4,dlg-0be5dad3-3e2e-4bac-beab-679573d6a518,"I would like some help in finding a flight to Germany, Munich.",flight-search
flight-12,dlg-0c02be66-63c4-4283-a529-c68f84f8bbe0,Hi. I'd like to book a round-trip flight from San Francisco to Salt Lake City.,flight-search
flight-8,dlg-0c070d30-907f-4248-acb6-1cd919d9d895,Hi. I would like help in looking a multi-city flight.,flight-search
flight-14,dlg-0c504077-246b-413c-a776-e67efbbd02aa,I'm looking to get a cheap round trip airline flight.,flight-search
flight-5,dlg-0c56dd0f-09b6-4b87-a772-a9400c1ceaeb,"Hi, I need help finding a flight to London, England from February 11th until the 15th.",flight-search
flight-14,dlg-0c760105-eca6-411e-819c-65641d678db7,"Hi, Could you help me find a round trip airline ticket?",flight-search
flight-4,dlg-0c8d7acc-4d56-44ce-98e6-1da52998d9d2,"I would like help finding a flight to London, England.",flight-search
flight-5,dlg-0c8ea690-8f77-4a60-aa7d-118cdeded89f,"Hello Assistant. I need help in finding a flight to London, England.",flight-search
flight-12,dlg-0ca74c28-1add-4089-a41a-10f15346b174,"Hello, Today, I need some help booking a round-trip flight, from San Francisco to Houston.",flight-search
flight-5,dlg-0d01e38e-dded-42b4-86fe-5740c597ab4f,"I need to book a flight to Berlin, Germany on February 22nd.",flight-search
flight-12,dlg-0d03164f-280e-4c44-a28f-af084190a314,I'm going to Houston from Los Angeles.,flight-search
flight-4,dlg-0d0b282a-2abb-472f-8edc-326306564817,"Can you help me in finding a flight to Paris, France?",flight-search
flight-6,dlg-0d3b2ac2-7314-4ad8-a2d8-d7b6d27b515f,"Yeah. Hi, I need to find a flight from Seattle, Washington to Miami, Florida.",flight-search
flight-7,dlg-0d6b0aba-7624-4fe5-8422-46d7af67385f,"I need help finding a round-trip flight from LaGuardia Airport in New York to San Diego, California.",flight-search
flight-12,dlg-0d7f72cb-c11b-4b21-9fad-e878d6f8a78e,"Hi, I'm trying to book a round-trip flight from Seattle to Salt Lake. Leaving today and coming back in 4 days.",flight-search
flight-12,dlg-0d91f5fe-7292-4b35-bbc5-ddec7adf6843,I need to book a flight from San Francisco to Salt Lake City.,flight-search
flight-12,dlg-0db248f2-49a1-4669-9924-a35eff9745a5,"Hello, I need a flight from Sacramento to Salt Lake City.",flight-search
flight-6,dlg-0dca3d6c-2181-43a8-8da2-10f0b7a5785b,"Hello. I'm in Seattle, and I need to book a flight to Philadelphia.",flight-search
flight-6,dlg-0de9784f-870d-447c-aa53-229e8128df0e,Hey. Good evening. I would like your help in finding a flight.,flight-search
flight-5,dlg-0dfa00c5-9547-43c3-ab59-ff12529bef8a,"Hi, I need help in finding a flight to Madrid, Spain.",flight-search
flight-12,dlg-0e2d22d9-f29e-4a5c-8fbe-6f2b4ffa7eb9,"Hi, I need to book a flight from round trip to San Francisco.",flight-search
flight-11,dlg-0e3584d0-c9ca-4e57-abea-000934d4a412,"Hi assistant, I would like help in finding a flight from LA to Paris.",flight-search
flight-4,dlg-0e6687fa-5af7-4d20-8539-a645fcc80e98,I would like help finding a flight to Berlin.,flight-search
flight-6,dlg-0e9548eb-bbe5-428d-8938-48a2954912ce,Hi. I'm looking to book a vacation to Atlanta.,flight-search
flight-6,dlg-0eac73de-9ce9-49c7-a031-5e2c346ca6dc,"I would like to fly from Seattle to New York City, and I would like to do this on the dates of March 5th to March the 9th.",flight-search
flight-12,dlg-0ed4e6ce-7b8c-42f9-8723-101815d35ce7,I need to find a round-trip commercial airline flight.,flight-search
flight-12,dlg-0ef0983b-20c6-4073-ada7-18f32c9ea6c6,"Hi. Yeah, I'd like to find a round trip commercial airline flight.",flight-search
flight-11,dlg-0ef92dad-6890-4510-add4-ca16756b731a,"Hi. I need help booking a round trip flight, please.",flight-search
flight-7,dlg-0f01ec9c-4558-43a6-80fe-5988a88a7339,"I'd like help in finding a flight to Oakland, California, please.",flight-search
flight-11,dlg-0f11d932-d1e9-46e4-872f-00c3c7fab1ba,Hello. I am trying to find a a round-trip commercial flight from Miami to Paris.,flight-search
flight-7,dlg-0f2ff2ee-697e-447f-ade3-6ced8148c620,I need a flight to San Diego for two people.,flight-search
flight-12,dlg-0f4a16cc-a246-4995-97b3-5edafb710c2a,"Hi assistant, I need to book a round-trip flight from Los Angeles to Chicago.",flight-search
flight-6,dlg-0f4f5b18-9830-4a45-b423-be1bc671ce8a,Find me a flight to Florida from Seattle on February 24.,flight-search
flight-5,dlg-0f7945ca-668b-4c4c-892d-47f94f5ae8bf,"Hi, I am looking to book to Barcelona, Spain.",flight-search
flight-14,dlg-0f7a797d-d765-41ca-b733-927db7aa7b7b,Hi. I'm looking for a roundtrip commercial flight from Sacramento to Seattle. I need the cheapest flight I can get.,flight-search
flight-6,dlg-0fa5f20c-5845-4cad-88e6-bfdf8dd779b4,"I'd like to book a flight to Orlando, Florida.",flight-search
flight-5,dlg-0fb8b851-cd24-4166-92cd-b7d286b33734,I would like help finding a flight to Madrid.,flight-search
flight-7,dlg-103ead67-1b7e-4dd1-a2a3-f8e9ecc3e81c,"Hi, I'd like to book a flight to Seattle, Washington, please.",flight-search
flight-11,dlg-106b25d3-bfbe-4622-b864-c24aeb9d7052,"Hello, I'd like to take a round trip ticket to LA, from LA to London.",flight-search
flight-7,dlg-10cce08e-f84b-4db1-a90d-8a1e44745acb,"Hi, I need help finding a flight to Los Angeles, California.",flight-search
flight-7,dlg-10e71e27-276d-4bc3-b645-4290cec007ae,"Hi, I'd like to get a flight to San Jose, California.",flight-search
flight-12,dlg-10f1d085-d011-4fe4-bcd7-a1eb9acb9aa0,"Yes, I'm flying from Los Angeles to Salt Lake City, and I'd like to leave today, that's July 10th, and return in 5 days, and I'd like to leave as late as possible in the day.",flight-search
flight-7,dlg-111f0c58-be7a-441d-9e82-5d503a97c480,"I need help getting a flight to San Diego, California.",flight-search
flight-12,dlg-1161433b-97ae-499a-a951-4ef122d404dd,"Wonderful. I need to find a round-trip ticket airline flight, please, from San Francisco to Houston, and I'm going to be departing today and return in 3 days, and I would like to leave in the afternoon for the departure and return.",flight-search
flight-7,dlg-1170e4e3-e430-4534-b442-f0ad78d53164,"Hi. I'm going to be flying to Portland, Oregon and out of JFK, preferably.",flight-search
flight-11,dlg-1191278f-2bb9-42ed-a328-fd66269d9d1d,Hello. I'm looking to get a flight from LA to Berlin. Can you help me out with that?,flight-search
flight-11,dlg-11a17546-0622-48be-b3d2-c318f1c7cb39,"Hi Assistant. I would like to book a flight from San Francisco to Madrid, Spain.",flight-search
flight-12,dlg-11b28ae6-fcb3-4623-8ab4-4f9598c2cb7b,"Hi. I'm looking for a round-trip flight from Los Angeles to Houston, leaving today and returning in 2 days. And I'd like to have the latest possible flight for both trips.",flight-search
flight-5,dlg-11d6ab3f-6ea0-400f-9fcd-b8437025cbb5,"Yeah. I'd like help booking a flight to London, UK.",flight-search
flight-7,dlg-1201d2e0-946b-4248-8630-88a4f0b84bed,"Hello, I would like to book a flight.",flight-search
flight-7,dlg-1218a7b4-2a92-43f5-9255-cb76c2f8b051,Yes. I need to book a round-trip flight to San Diego.,flight-search
flight-4,dlg-121ebd80-a749-4e3b-8aaf-1ec04a3b1db4,I would like your help finding a flight to Amsterdam.,flight-search
flight-5,dlg-12557798-edf2-44f6-aca0-b39459f0e0fc,"I would like to fly to London, England.",flight-search
flight-12,dlg-127a9df7-3556-49a6-8832-499098071096,"Hello, I need round-trip flight.",flight-search
flight-12,dlg-12ce1c4a-9e37-4e2d-8f3e-0275e05adb50,Hi. I need a flight from San Francisco to Houston.,flight-search
flight-11,dlg-12dd1029-11e3-4b81-be58-00fecd3883a9,"Yeah, I'm looking for a round-trip flight from San Francisco to Madrid.",flight-search
flight-5,dlg-13022646-fe4e-49cf-bd38-58eb1c005718,"Hi. I'd like to book a flight to Paris, France, please.",flight-search
flight-12,dlg-130fef24-b03d-48ed-a1e7-81d644de1746,"Hello, I'm looking for a round-trip flight from Los Angeles to Salt Lake City.",flight-search
flight-4,dlg-1381977e-40a4-4c77-be6d-1967d30b0d55,I would like help in finding a flight to Rome.,flight-search
flight-14,dlg-13a515b6-3b80-4ab8-be7d-8281b748a339,I'm looking to go from San Francisco to LAX.,flight-search
flight-7,dlg-13a756c5-22b2-4b1f-8b68-9bea5628008e,"Hi, I'm looking for a round-trip flight to San Diego.",flight-search
flight-10,dlg-13b80033-147e-489f-8bc0-6d77eadc81d8,I'd like you to help me for booking a round-trip airline flight between LA and New York City.,flight-search
flight-6,dlg-13d15162-1f4d-426b-b686-697f2113e09e,Can you find a flight to Philadelphia for me?,flight-search
flight-13,dlg-13d5e4cb-73dc-4287-b9bd-700b7f5f062c,Hey. I'm flying from San Francisco to Puerto Rico round trip. I want to leave today and return in 6 days on the latest possible flight.,flight-search
flight-3,dlg-14123a6a-d064-47c0-88e4-e1c4d54ad93f,"Hi. I would like help finding a flight to Chicago, Illinois.",flight-search
flight-6,dlg-142bd77e-8ac7-46c3-b799-7eacac0bfd96,"Hello, I'd like to know details about a flight from Seattle, Washington to Jacksonville, Florida.",flight-search
flight-4,dlg-143a103f-36b0-49cc-80b7-3bae5dbaf54e,I would like you to help me finding a flight to Paris.,flight-search
flight-5,dlg-143e324f-f3f0-4da3-98dd-85131c1af710,I'd like to find a flight search for a trip to Berlin.,flight-search
flight-6,dlg-1450042a-7d3a-463f-9a6b-ff0b8501982c,"Hey, I'm looking for a flight from Seattle.",flight-search
flight-4,dlg-1458ba61-0971-4701-82bc-dd677c654bde,"Hi, I would like help finding a flight to London.",flight-search
flight-7,dlg-1463a790-13da-4767-86af-85f891b25aa5,I'm looking for a flight today.,flight-search
flight-10,dlg-14652af0-35e9-4468-bd72-063313b3e8fc,I was wondering if you could help me find a round-trip flight from LA to Miami.,flight-search
flight-10,dlg-14aaa692-e8c1-4441-baf8-956f85a57d19,I would like to schedule a round-trip commercial airline flight from Seattle to New York City.,flight-search
flight-10,dlg-14d3cfdb-3de0-461d-a43a-f57347d53789,"Hi, I'd like to book an a round-trip airline flight from Seattle to New York City.",flight-search
flight-6,dlg-14e5ae96-c6d0-4b9d-8691-226bc134d907,"Hi, I need a flight to Charleston, South Carolina.",flight-search
flight-12,dlg-14e89d1f-95b1-48e3-a7fe-a84bd0e35b1b,"Hello, I need a flight from Los Angeles to Denver that fly out tomorrow, September 8th, and returns on 9th or September 11th. It needs to fly out as early as possible.",flight-search
flight-6,dlg-14fa8d1e-3f68-4225-bc07-5d334228e251,Yes. I'd like to book a flight for next Friday.,flight-search
flight-14,dlg-150b3bf1-f034-41df-88cf-b486616de74a,Hi Assistant. I'd like to find the cheapest round trip commercial airline flight from LAX to JFK.,flight-search
flight-7,dlg-151decf8-a245-4d6d-a23c-bfa98f8e0556,"I'm going to be visiting my girlfriend in the next upcoming week, so I need to book a round trip flight to Portland, Oregon.",flight-search
flight-4,dlg-153097b6-441a-4d49-9aac-50def6f0e03a,"Hello, I'd like help in finding a flight to London, please.",flight-search
flight-5,dlg-155e7d68-087e-4f9b-b3fe-637ae905d1f6,"Hey, I need a flight to Paris.",flight-search
flight-11,dlg-156cf830-25e2-4364-b3a3-e1a0906bf06d,"Hi, I need a flight from San Francisco to Madrid.",flight-search
flight-7,dlg-15921954-e628-4c23-ac84-243563fa7ebc,I'd like to book a flight round trip from New York City to Seattle.,flight-search
flight-4,dlg-159a6ed1-54ce-478b-80b2-f7e40525118b,"Hi. I would like help finding a flight to Krakow, Poland.",flight-search
flight-4,dlg-15b6ee5a-f303-454f-9693-c5fa7edf88da,I'd like to book a flight to Barcelona.,flight-search
flight-11,dlg-15bff7bd-eba1-4e3b-a736-d6c30fa69e78,"Hello, I'm looking for a round-trip commercial flight from Los Angeles to London.",flight-search
flight-3,dlg-15c0b431-65fb-4c04-9f37-8998d139d176,I would like help finding a flight to Florida.,flight-search
flight-10,dlg-15e9ebf1-cf0c-432c-812d-9b48bb818cd4,"Hello Assistant, I'm looking to book a commercial airline flight from Seattle to New York City.",flight-search
flight-5,dlg-15ef0f6a-b536-40d8-9fe5-ea23d763eef1,"I'm looking to book a flight to Paris, France.",flight-search
