instruction_id,conversation_id,utterance,label
hotel-2,dlg-0140cb02-3be7-4a1a-a10f-bfb49344ba31,Hi. I'd like help finding a hotel for my summer vacation.,hotel-search
hotel-1b,dlg-0146c7c9-262e-4383-8b37-9d9ba7dfec6b,I like to find out more about the hotel Atlantis.,hotel-search
hotel-8,dlg-017f06fd-b6de-450f-8ad0-da05a9f54e3e,"I'd like help in finding a hotel in Nashville, Tennessee, please.",hotel-search
hotel-11,dlg-01a3208b-6e52-4359-9d97-1d4bafa3a6ba,Yes. I need to find a hotel in St. Louis the first weekend of August for myself and a friend.,hotel-search
hotel-2,dlg-01ae76b4-fceb-41ad-9617-05fc181d23b9,I'd like to find a hotel for my summer vacation.,hotel-search
hotel-8,dlg-01b701fb-7196-49bc-ae31-4f608cfe32a1,"I'd like help finding a hotel in Nashville, Tennessee.",hotel-search
hotel-7,dlg-01b89aaf-d3b9-4124-adf3-f909a753282e,"Hi, I'd like to help finding a hotel in San Diego from February 5th to February 7th.",hotel-search
hotel-3,dlg-020abc49-c57e-4f82-9228-166d8da113de,"Hello. I need help booking a hotel next summer, in June, in Naples, Florida, and I'm looking for a beachfront stay.",hotel-search
hotel-3,dlg-020ad110-9e8d-4e15-bcb1-4a4f63365fb1,I would like to find a hotel for my summer vacation.,hotel-search
hotel-11,dlg-026fa406-2c2b-48ea-bdcf-389186e46532,I'm looking to find a hotel for the dates May 3rd to May 8th. That'll be for 2 people.,hotel-search
hotel-8,dlg-027a4a74-8cb8-4359-8385-d98a5bad4bd2,"I would like help finding the hotel in West Palm Beach, Florida.",hotel-search
hotel-4,dlg-027b0a30-01b2-490f-b1d3-e89795430e76,"I would like to stay in Sausalito, California during October 3rd to 20th.",hotel-search
hotel-11,dlg-02997f5e-5128-47bd-808d-8e69dc5b82a3,"I'm looking for a five-star hotel in St. Louis, Missouri.",hotel-search
hotel-9,dlg-02b461d7-6364-4987-9eb6-db6788254fa7,I'd like help finding a hotel in New Orleans.,hotel-search
hotel-6,dlg-02b51a48-914f-40fa-bd95-18518a8eb63b,I'd like help finding a hotel in New York City.,hotel-search
hotel-9,dlg-02b83ab3-f5c9-4960-be9f-3328f2f98088,"Hi. I need to find a hotel for West Palm Beach, Florida.",hotel-search
hotel-16,dlg-02d747c9-73e4-4c5c-a083-cc82984faea3,"I would like help finding a hotel in Madison, Wisconsin.",hotel-search
hotel-10,dlg-02df9785-51d7-4818-b4a2-1c48c04897af,I'd like help finding a hotel in San Francisco.,hotel-search
hotel-4,dlg-030bfe8e-c602-496d-abf3-4cc4b11ea5e8,I'd like help finding a hotel please.,hotel-search
hotel-8,dlg-033190d7-7dbd-4e11-b36f-c044fc9945d1,"I'd like help finding a hotel in Nashville, Tennessee, please.",hotel-search
hotel-14,dlg-036b61de-3103-4d72-90b9-139d00257e64,"Hi. Today, I need your help in getting a hotel reservation in Palm Springs, California.",hotel-search
hotel-16,dlg-0371d8ba-a107-4207-b1bb-33f8e661a891,"Hello, I need to find a hotel in Salem, Oregon for this Friday to this Sunday.",hotel-search
hotel-11,dlg-0379e9bf-2a2a-42c8-8a91-c9dc484bfcb4,"Hi, I'm trying to find a hotel in St. Louis, Missouri from May 13th to May 15th for two people.",hotel-search
hotel-9,dlg-0416ae4a-0504-4f7b-b205-581871c58804,"I would like help with finding a hotel in West Palm Beach, Florida.",hotel-search
hotel-14,dlg-04283aeb-242a-4296-a634-450aad20e334,"I would like help finding a hotel to stay in Palm Springs, California.",hotel-search
hotel-3,dlg-044d9598-02b3-46d9-a59a-edfe723c83ca,I like to find a hotel to West of my location for my summer vacation.,hotel-search
hotel-3,dlg-045c7ade-92dd-4cb2-b815-1d4f25b40eb8,"I'm looking for a hotel in Naples, Florida that is close to the beach, preferably within a 5-minute walk.",hotel-search
hotel-10,dlg-0460f15e-6831-4d23-b961-418bafbab60b,"Hello, I'm looking for a hotel for myself in San Francisco, California for this Thursday morning and I'm returning on Sunday morning.",hotel-search
hotel-11,dlg-04664512-9f03-48d3-af9b-756a4b62f813,"Hi, I need a hotel in St. Louis, Missouri.",hotel-search
hotel-10,dlg-04a75c2c-9cf3-406d-ba40-cf9268c5340e,"Hi, I need help finding a hotel in San Francisco, please.",hotel-search
hotel-11,dlg-04c7f04c-6235-442d-900e-93a9d86a3933,"I'm looking for a hotel in St. Louis, Missouri.",hotel-search
hotel-8,dlg-04d82b51-5788-48a3-aa71-f3da71caf5dd,"Hi, I'd like help finding a hotel in Laguna Beach, California. Like The Marriott Hotel.",hotel-search
hotel-9,dlg-04fa7e1c-92c7-43a9-80c2-133e1fbbe6a8,"Hi, I'm looking for a hotel in Laguna Beach, California.",hotel-search
hotel-6,dlg-04fd48eb-9076-4034-b663-6074546c1783,"Hi, I'd like help in finding a hotel in New York City.",hotel-search
hotel-14,dlg-05ac4570-6bd2-46fb-9500-560f983eb3a9,"Yeah. I'm looking for a hotel in Palm Springs, California.",hotel-search
hotel-1c,dlg-061b7388-44c9-4058-91bf-f3ba6ed13efa,I would like to find out more about the hotel Atlantis Bay.,hotel-search
hotel-16,dlg-06368d18-5f5f-4f23-b291-18bcd3d932de,"Hi, I need a hotel room, in Charlotte, North Carolina.",hotel-search
hotel-14,dlg-063a8fbb-e725-4402-8dff-58cddf1a48f5,"I'd like to find a hotel. I'm currently residing in Palm Springs, California.",hotel-search
hotel-7,dlg-063df9f5-0c91-49c1-bd81-48425532c06a,I'd like help finding a hotel in San Diego.,hotel-search
hotel-9,dlg-0676a7d9-885d-4d24-8780-12eccbe84af6,"I need to book a hotel in Nashville, Tennessee.",hotel-search
hotel-9,dlg-06f5e4b2-5b37-43c1-b82a-329aec20a328,"I would like to look for hotels in West Palm Beach, Florida.",hotel-search
hotel-1b,dlg-0713b98d-e559-4b0b-a44b-63077e9541d3,"Hi, this is Raja from California. I'd like to find out more about a hotel. I plan to stay at Park City Peaks Hotel, Park City, Utah.",hotel-search
hotel-11,dlg-072dad9c-ef8e-4987-b95a-051efbbbba22,"Hi, I'm looking for a hotel in St. Louis, Missouri.",hotel-search
hotel-16,dlg-07740804-e5cb-4eed-b6fc-31dc371ea229,"Hi assistant,Yeah, I need to book a hotel in Salem, Oregon.",hotel-search
hotel-9,dlg-0795f8e1-549f-45ec-8298-705513775b02,I'd like help in finding a hotel in New Orleans.,hotel-search
hotel-10,dlg-080ba335-20b4-43d5-a6d4-9790b933f84c,"Hi, I would like help in finding a hotel in San Francisco.",hotel-search
hotel-9,dlg-080d0eb3-a7e5-4fe2-94f4-12c2778f865e,"I need to find a hotel in San Francisco, California.",hotel-search
hotel-13,dlg-0817fee9-2e0f-4014-b523-478608723935,"Hi. I'm looking to book a hotel room, please.",hotel-search
hotel-10,dlg-082c3d2b-085e-4c4d-99e6-b7cb0c9efc0f,Hi. I'd like help finding a hotel in San Francisco.,hotel-search
hotel-8,dlg-082cfd2b-7058-4361-a60a-3c2ec4ceec62,"I'd like help finding a hotel in Laguna Beach, California, please.",hotel-search
hotel-1c,dlg-083ef817-b559-457e-a99f-186f20e23972,Hi. I would like to find out more about the hotel I plan to stay at.,hotel-search
hotel-11,dlg-084fb31f-cd4c-4ce4-a254-1f1e1220c0cd,"Hello. I'd like to make a reservation at Pearl Hotel Murray for two people from May 30th to June 1st in St. Louis, Missouri.",hotel-search
hotel-1c,dlg-085759d6-70a6-4021-b947-fecc9934b4ee,"I'll be staying at Resort at Squaw Creek, California from February 2nd 2:30 pm to 6th, 2017.",hotel-search
hotel-12,dlg-086aafab-8cf7-4c6a-a8c4-e35e6ee885cd,"Hello, I need a hotel for Phoenix, Arizona between April 1st and 3rd.",hotel-search
hotel-12,dlg-08707058-6537-4814-8328-0a4a37bf09ad,"Hello, I'm looking for a hotel in Phoenix, Arizona.",hotel-search
hotel-7,dlg-088116f8-c8bc-4ff1-bb2f-73e85cb63cd8,I like help finding a hotel in San Diego.,hotel-search
hotel-16,dlg-088611b6-1f7a-4024-9119-45da1c7ca19a,"I need help finding a hotel in Lubbock, Texas.",hotel-search
hotel-1b,dlg-08cefc98-df09-4441-bb85-a424f2b8d1c3,I like to find out more about the hotel I want to play at the park city Peaks Hotel Park City Utah.,hotel-search
hotel-16,dlg-08e1ea5a-843b-4014-8e11-721f25f3d85a,"Hi Assistant. I need to find a hotel in Madison, Wisconsin.",hotel-search
hotel-10,dlg-09046cdb-3a01-4b9a-b6b4-f4c7eb27b4d1,"I'd like to book a hotel in San Francisco, California.",hotel-search
hotel-5,dlg-09305e4a-a9f5-4e9c-b973-4216633f8867,"I like help finding a hotel in Park City, Utah.",hotel-search
hotel-5,dlg-096fb569-6e07-40e4-9cdb-639c2864cdfe,"I'd like help in finding a hotel in Park City, Utah.",hotel-search
hotel-2,dlg-09730d60-edd4-4fb8-b77f-932d9477ad83,Hi. I'd like to find a hotel for my summer vacation.,hotel-search
hotel-9,dlg-09878fa0-d641-4cb6-a4e9-6dc1efee505a,"I need to look for a hotel in Nashville, Tennessee.",hotel-search
hotel-6,dlg-09a371d8-1043-4c5e-8ffd-a31e7b970901,I'd like to find a hotel in New York City.,hotel-search
hotel-16,dlg-09d8b27b-9682-48cd-9610-785215ec01ff,"Hello. I'm looking for a hotel in Lubbock, Texas.",hotel-search
hotel-6,dlg-0a2f297e-25e2-4dba-8c4a-c716992fb00b,I'd like help with finding a hotel in New York City.,hotel-search
hotel-10,dlg-0ab2ab29-1f1d-4166-8f97-92555fa2c68e,Hello. I'd like help finding a hotel in San Francisco.,hotel-search
hotel-16,dlg-0ad32be0-c1fc-413f-b6a7-116d9d7504bd,"Good evening. I was hoping you could help me find a hotel in Lubbock, Texas, please.",hotel-search
hotel-14,dlg-0af3f8a6-181d-4d27-9bb3-dc5686a87e03,"Hi, I'm looking for a hotel in Palm Springs, California.",hotel-search
hotel-14,dlg-0b195dd1-c0d1-4a51-98d0-96f2d6e5778a,"Yes. Hello, I need a hotel in Palm Springs, California, please.",hotel-search
hotel-8,dlg-0b1f087c-756a-4902-9cee-688cdd2a0fe4,"I'd like help finding a hotel in Laguna Beach, California.",hotel-search
hotel-9,dlg-0b407d47-81aa-4c1a-8871-21e4001ec105,Hi. I am looking to stay between September 10th and September 13th.,hotel-search
hotel-10,dlg-0b6d7b97-a72b-4b47-b05c-1354fb9fd1e9,"I'd like help finding a hotel in San Francisco, please.",hotel-search
hotel-2,dlg-0b6f9dee-1f48-4220-b750-73e7b087c4b9,Hello. I would like to find a hotel for my summer vacation.,hotel-search
hotel-16,dlg-0bb269a1-e73f-49ba-8b59-78b52d291980,"I need help finding a hotel in Charlotte, North. I'll be leaving on Friday and gonna stay their till Sunday.",hotel-search
hotel-6,dlg-0be95a84-b129-4c97-8b53-7ee0384e0772,Hi. I'd like help finding a hotel in New York City.,hotel-search
hotel-1,dlg-0bfe3118-fd70-499e-b275-5bff6a23b318,I would like to find out good hotels in my locality.,hotel-search
hotel-9,dlg-0c01081c-f6fd-486d-a8fa-de5d440076e9,Hello. I'd like help finding a hotel in New Orleans.,hotel-search
hotel-16,dlg-0c04e870-8755-4a22-b3df-56471f9d26bc,"Hi, I need help finding a hotel in Santa Fe, Mexico. I need it a week from this Friday through the following Sunday, so two nights.",hotel-search
hotel-11,dlg-0c106b18-0211-49d6-a83d-f7ddcfbdaf12,"I'm looking for a restaurant or I'm looking for a hotel in St. Louis, Missouri.",hotel-search
hotel-16,dlg-0c3b6a8d-1ef0-468e-b572-3a2855678690,"I'm in Madison, Wisconsin looking for a hotel.",hotel-search
hotel-4,dlg-0c3d0deb-9f9f-4ff6-8a58-e726cc740ea5,I'd like to help finding a hotel.,hotel-search
hotel-8,dlg-0c7ced65-833e-4e63-bf9f-13404ea35600,"Hi, I would like to take your help to find a hotel in Nashville, Tennessee.",hotel-search
hotel-4,dlg-0c97b77e-11f5-4316-8066-9c1dc24d40c0,I'd like help in finding a hotel.,hotel-search
hotel-14,dlg-0ca8f167-18f1-4f32-afd3-8da5d25773d6,"Yes, I'm looking for a hotel in Miami, Florida.",hotel-search
hotel-16,dlg-0cfeb8eb-da96-47c6-a1b8-bb9aff027b31,"I would like help finding a hotel in Salem, Oregon.",hotel-search
hotel-16,dlg-0dc68ba7-3439-46e3-808d-3b3e12a1d2ff,"Hello Assistant. I'm looking to find a hotel in Madison, Wisconsin.",hotel-search
hotel-7,dlg-0dfb3bd2-2d87-4027-a8d4-6ba27fb5e759,"Hello, I'd like help finding a hotel in San Diego.",hotel-search
hotel-11,dlg-0e22d64c-45d7-44ef-a3f2-e7917bade24e,"I'd like help finding a hotel in St. Louis, Missouri. Define in the hike help and Steelo tell Luis Missouri.",hotel-search
hotel-9,dlg-0e2d27ef-9e21-4065-9187-1d522e304b98,"I would like to find a hotel in Laguna Bech, California from February 27, 2017 to March 03, 2017.",hotel-search
hotel-16,dlg-0e33a382-3164-40aa-b09f-ed8ce2fdc3d4,"Hello. I would like help finding a hotel in Madison, Wisconsin.",hotel-search
hotel-2,dlg-0e54adcc-951d-4a8d-a6dd-e563ef769555,I need to help finding a hotel for my summer vacation.,hotel-search
hotel-8,dlg-0e58c5b8-80bd-4425-bc18-bd986f7206b1,"Hi. I'd like help in finding a hotel in San Francisco, California.",hotel-search
hotel-10,dlg-0e67638d-6544-45fb-a0ee-ae0dd8f29d2d,I would like help finding a hotel in San Francisco.,hotel-search
hotel-9,dlg-0e800cc1-f0c6-438d-b258-e8510326301b,"I need to find a hotel in Nashville, Tennessee.",hotel-search
hotel-3,dlg-0e90c71d-1d9a-4c39-918c-f28bdafd91db,I would like to find hotel for my summer vacation.,hotel-search
hotel-1c,dlg-0ee61084-0235-4a9f-83ba-cd500c2197b2,I'm glad to find out more about the hotel I plan to stay at.,hotel-search
hotel-12,dlg-0ee82b47-d16f-4b64-9647-0550832a9a2b,"Hello, I'm looking for a hotel in Phoenix for the NC NCAA Final Four basketball tournament.",hotel-search
hotel-1c,dlg-0ee96062-3c09-4edb-ba04-efae940997e3,I would like to find out more about a hotel I plan to stay at.,hotel-search
hotel-9,dlg-0eee3c5a-742c-414f-b6d7-ad4bfdefce9d,"Hi. I'm looking to find a hotel in West Palm Beach, Florida. I'm looking or a three to five star rated hotel.",hotel-search
hotel-2,dlg-0f0803e2-d82a-4d38-8af5-840e71559725,Hi. I would like to book a hotel for my summer vacation.,hotel-search
hotel-8,dlg-0f128784-a446-4334-9cb1-073a1a89d55b,I'd like help finding hotel in Nashville.,hotel-search
hotel-1,dlg-0f348d2b-17b2-4720-963a-722e5ccb3c5a,I would like to find out more about the hotel I plan to stay at.,hotel-search
hotel-2,dlg-0f4f2a05-df81-4224-a3d2-e132c3163ef8,I would like help finding hotel for my summer vacation.,hotel-search
hotel-10,dlg-0f5060b6-4f00-406f-b5c7-0b61e5d0dafa,I need help booking a hotel in San Francisco.,hotel-search
hotel-11,dlg-0f5b6e76-8cea-4a90-8960-bb9d8134ee64,Yes. I'm looking for a hotel in St. Louis.,hotel-search
hotel-7,dlg-0f7fbd6a-f256-464f-9e24-4c0c82e0ff11,"Hi, I'd like help in finding a hotel in San Diego.",hotel-search
hotel-16,dlg-0fe51350-a581-4b90-a7be-2c2be34347ea,"Hello. I'd like a hotel in Charlotte, North Carolina.",hotel-search
hotel-9,dlg-100cdd29-62ab-42d4-838c-ceac9314a681,"Yes, looking for a hotel to book in New Orleans, Louisiana, please.",hotel-search
hotel-9,dlg-101ae8d0-5256-4843-af51-220c3bbeb12e,"Hello, I'd like to book a hotel in Laguna Beach.",hotel-search
hotel-6,dlg-105605f6-3bfa-4f59-8bc1-fd492b9d5157,"Hi, I'd like help finding a hotel in New York City.",hotel-search
hotel-11,dlg-10663349-5e4c-4301-8099-39c78f3d7b28,"Hi. I'd like to find a hotel room in St. Louis, Missouri, please.",hotel-search
hotel-14,dlg-107f2e48-ea8b-4c7a-8233-c81950748e9a,"Hi, I'd like help finding a hotel in Palm Springs, California.",hotel-search
hotel-9,dlg-10d73033-0954-403d-8b69-0b282ddb76b7,"Hi, I'd like help finding a hotel room in New Orleans.",hotel-search
hotel-10,dlg-10f6df9e-f087-41bf-be42-f7d77d27554e,I need to find a hotel for staying in San Francisco.,hotel-search
hotel-8,dlg-112776e5-ada7-4768-9911-9a8613597144,"Hi, I'd like to get help in finding a hotel in Laguna Beach, California.",hotel-search
hotel-8,dlg-1164a246-b767-4d54-9f87-d8998ca07343,"Hi Assistant, I'd like help finding a hotel in San Francisco, California.",hotel-search
hotel-14,dlg-118fa6a7-a383-46e1-82fd-183147e2bcb0,"Hi. Today, I need your help setting up a hotel reservation. Right now, I'm in Palm Springs, California.",hotel-search
hotel-16,dlg-11967ae4-b85e-45a5-88be-4afe03ee4318,"Yes, I'd like help booking a hotel.",hotel-search
hotel-8,dlg-11b17307-0cca-4b65-ba94-3834bc20b21c,"Hi, I'm looking for a hotel in West Palm Beach, Florida.",hotel-search
hotel-11,dlg-12420b14-4c4c-453b-b5f7-80dcb53072aa,"Help me finding a hotel in St. Louis, Missouri.",hotel-search
hotel-8,dlg-1260e8ad-ed37-43ba-bdb4-530a2dab471a,"Hi, can you help me? I'd like help finding a hotel in Laguna Beach, California.",hotel-search
hotel-2,dlg-126bfaf3-f755-481c-9e3f-215ca737f174,Hotel in Carlsbad California.,hotel-search
hotel-9,dlg-127c4aca-e794-4546-86ef-12e7f143c268,"Hi, I need help booking a hotel in New Orleans, please.",hotel-search
hotel-16,dlg-12837f64-0b55-4301-b3d3-19a914cab1eb,"I need to find a hotel in Madison, Wisconsin for a week from this Friday through the following Sunday for two adults and two children.",hotel-search
hotel-10,dlg-12c8bf07-6da5-4626-9b71-baf8f771fa4d,I'd like you to help with finding a hotel in San Francisco.,hotel-search
hotel-14,dlg-12d94ac7-d148-4058-a119-aff64d53a7e3,"I need to find a hotel in Palm Springs, California where my family can stay in February.",hotel-search
hotel-9,dlg-12f61c03-efb4-4b26-b887-72b1bd53823b,"I'm looking for a hotel to stay in New Orleans, Louisiana.",hotel-search
hotel-1,dlg-130002aa-952a-4cb9-9627-9f8fdfadedc0,I like to find out more about the hotel Atlantis Terre.,hotel-search
hotel-9,dlg-13323c3c-0c15-4cfe-91d1-a94d13795858,"I'd like your help, Finding a hotel in New Orleans.",hotel-search
hotel-1,dlg-135822e4-d2e4-4b66-82ca-10850bf6ab2a,"Hi, I'm coming from California. I like to find out more about the hotel Atlantis.",hotel-search
hotel-11,dlg-1367b983-3d4a-414a-a63b-255e7674892e,"I need help finding a hotel in St. Louis, Missouri.",hotel-search
hotel-16,dlg-13bda2c2-fdae-4a2a-8e66-8f1125ab0bde,"Hi. I'd like to find a hotel in Santa Fe, New Mexico.",hotel-search
hotel-11,dlg-13bf6750-aef5-4f6b-b460-ffc8c8e7a32b,"Hi, I'm looking for a hotel in St. Louis.",hotel-search
hotel-16,dlg-13d7aad3-5d4a-4810-bf1c-dd283148da6c,"Hi. Today, I need your help finding a hotel to stay at in Salem, Oregon.",hotel-search
hotel-16,dlg-13eb8277-4b20-43b9-8acd-08f53442478b,"Hi. Could you help me find a hotel in Salem, Oregon?",hotel-search
hotel-16,dlg-14807c5d-d9a2-46c1-a8e2-6b848c3d91de,"I'm looking for a hotel in Lubbock, Texas.",hotel-search
hotel-11,dlg-14a088ab-3faf-481d-a94b-d51b17f84f34,"Hi. I'd like a hotel for one in St. Louis, Missouri.",hotel-search
hotel-16,dlg-14a6b807-dac5-486e-a984-944267caf5c9,"Hi. Could you help me find a hotel? I'll be in Madison, Wisconsin.",hotel-search
hotel-9,dlg-14e11130-fd11-4787-acc8-37a96cf90f24,"Hi, I would like to stay in a hotel in San Francisco.",hotel-search
hotel-14,dlg-15183925-b160-48ae-ac92-deba6e1d7424,"Hello, I need to book a hotel in Palm Springs, California.You want the dates?",hotel-search
hotel-8,dlg-15548d00-1860-4859-bc97-3dc0be0d3d41,"Yes, I would like help finding a hotel room in San Francisco, California.",hotel-search
hotel-5,dlg-1558ef94-eea5-4c35-9bb5-4da7fa8dd5dd,"Hello. I'd like help finding a hotel in Park City, Utah.",hotel-search
hotel-9,dlg-155d0393-51e1-4639-87a6-4199d3871331,Hi. I'd like to find a hotel from April 3rd to April 7th.,hotel-search
hotel-14,dlg-155e8f7b-e1c5-4c26-8845-ef0f419f43a0,"Hello. I'd like Looking for a hotel room in Palm Springs, California for June 2nd to June 8th for two occupants.",hotel-search
hotel-5,dlg-15660e88-b3e6-4433-8ddb-8951024f4cd0,"I would like to find a hotel in January from14th to17th, 2017.",hotel-search
hotel-9,dlg-157a6da0-88f7-4a2d-98ef-6c1549918bbe,"I'm looking for a hotel in West Palm Beach, Florida.",hotel-search
hotel-13,dlg-158d07ab-c326-4dd5-8aa4-2381b64bb223,"I need a hotel in Naples, Florida from June 20th to June 26th.",hotel-search
hotel-8,dlg-15a0a44e-caf0-4b73-b268-f5c86fae3fd4,"Hello. I'd like help finding hotel in West Palm Beach, Florida.",hotel-search
hotel-8,dlg-15b069b5-272a-4370-8c1c-05189092ae0a,"I'd like help finding a hotel room in Laguna Beach, California.",hotel-search
hotel-13,dlg-15c289b2-6f45-454f-8e9b-c0cf5d6f69ad,I'd like to find a hotel.,hotel-search
hotel-9,dlg-15cbd996-2679-4618-b262-2fae7f5a707a,I need help booking a hotel room.,hotel-search
hotel-11,dlg-15f6f217-9275-471d-b002-6f114446d3c8,"I really need help finding a hotel in St. Louis, Missouri.",hotel-search
hotel-3,dlg-160ba311-cab1-4157-9175-5305b8cafe30,"Hi, I need help booking a hotel next summer in June from the 16th to the 19th in Naples, Florida. And I'm looking for a beachfront hotel.",hotel-search
hotel-9,dlg-160d6d5a-b7b7-4e0a-a963-1753c40fa7b4,"Hi, Can you help me find a hotel in San Francisco, California?",hotel-search
hotel-14,dlg-160f32c5-f020-4c93-9604-fa80ea357cdf,"Hi Assistant. I'm looking to book a hotel in Palm Springs, California. Can you help me?",hotel-search
hotel-2,dlg-1623c926-f9b6-45db-9ac4-90ed14aa6322,"Hi, I'd like to find a hotel for my summer vacation.",hotel-search
hotel-8,dlg-16249b51-157d-462c-8dcf-79a540a4640b,"Hi. I'd like help finding a hotel in San Francisco, California.",hotel-search
hotel-10,dlg-16399181-5ae9-469b-a6c2-bffa87f5040a,I'd like to help with finding a hotel in San Francisco.,hotel-search
hotel-2,dlg-164f4246-068b-4057-a449-b88c10ac6b89,"Hi. Can you help me to book a hotel in the summer next year in Carlsbad, California? And I'm looking for something that has a beachfront.",hotel-search
hotel-9,dlg-1653d20c-eb39-4263-88c3-dac9aaa9dd70,"I need a hotel in Nashville, Tennessee.",hotel-search
hotel-1c,dlg-16698f6c-7d8b-45c5-8eb2-bbbcf0560bac,I'd like to find out more about a hotel I plan to stay at.,hotel-search
hotel-8,dlg-16804425-1cb7-45af-950d-f343b52bde64,"I'd like help finding a hotel in West Palm Beach, Florida.",hotel-search
hotel-8,dlg-168ca8a0-0959-45ca-b356-086d4fdb032d,"Hi. I'm looking for a hotel room in Nashville, Tennessee.",hotel-search
hotel-9,dlg-16915b17-b842-463f-aa52-fe8edffdb4b6,"Please help me find a hotel in Nashville, Tennessee.",hotel-search
hotel-9,dlg-16c12625-d304-441b-8727-3f540fc064fe,"Hi. I'd like help in finding a hotel in New Orleans, please.",hotel-search
hotel-1c,dlg-1726ea27-e7e3-41ee-b093-e97942ca7449,Inn at Squaw Creek and I'll be staying there from December 20th to December 21st.,hotel-search
hotel-8,dlg-17423a73-d5ce-43e7-a576-0fc3e02be729,Hi. I'd like to book a hotel in San Francisco.,hotel-search
hotel-2,dlg-175f9287-b168-4150-a30e-48ca828d66ca,"We want to go to Carlsbad, California and we want to stay on the beach or very close to it, Within walking distance.",hotel-search
hotel-9,dlg-1768acf7-6ee8-4fb9-b379-f4e8f138a412,"I'm looking to find a hotel in Downtown, New Orleans. Preferably a four-star or better-rated hotel.",hotel-search
hotel-12,dlg-178918a8-68c1-4a0f-ae0c-844195d8d9f7,"Hi, I need your help in finding a hotel in Phoenix.",hotel-search
hotel-14,dlg-178ac5e2-8ee0-45c7-a288-bac84dfdf7c0,"Hi. I would like help in finding a hotel in Palm Springs, California.",hotel-search
hotel-9,dlg-178ad629-dc4f-4c8a-a244-9f5e8a89cbd7,"I'm trying to book a hotel in New Orleans, Louisiana.",hotel-search
hotel-4,dlg-17a9410c-dbb4-47ba-a2ac-218346429404,"I'm going to stay in Austin, Texas.",hotel-search
hotel-8,dlg-17b0cde9-88ad-43b6-8acd-c6a69fea11bf,"Hello. I'd like help finding a hotel in Nashville, Tennessee.",hotel-search
hotel-3,dlg-17bfcc9a-8673-470e-bc86-360b8415621e,"Hi, I'm looking for a hotel.",hotel-search
hotel-5,dlg-17e2273f-4223-4f69-979a-5e1a8d2b29fb,"Hi. I'd like help finding a hotel in Park City, Utah.",hotel-search
hotel-10,dlg-1800d1e0-d361-4ca4-91fe-abb8e4454870,"Hi, I would like to help with finding a hotel in San Francisco.",hotel-search
hotel-1b,dlg-18193738-6d5a-44a9-a6e5-290990f092c8,Best hotel have a swimming pool.,hotel-search
hotel-16,dlg-1864dfac-1ba2-4fbb-b743-bfb244d05a9c,"Hi. Can you help me with finding a hotel in Madison, Wisconsin?",hotel-search
hotel-10,dlg-188d3db7-d090-4aaf-9289-1c6d9bbbdcab,I would like to book a flight or hotel.,hotel-search
hotel-8,dlg-18a73e08-932d-4b74-b1bc-d75ccca19452,"Hello. I'm looking for a hotel in Laguna Beach, California.",hotel-search
hotel-3,dlg-18c96f2e-1fa4-4c3e-bd3b-182f23691319,Hi. Can you help me in finding a hotel for my summer vacation?,hotel-search
