instruction_id,conversation_id,utterance,label
movie-finder,dlg-b8c08e70-ba1f-4b70-b9c9-8a4b39fab4c0,Do you know any good movies out?,movie-search
movie-finder,dlg-bc787d45-0a66-4394-817a-c786b703e8d4,I'm thinking of watching a movie tonight.,movie-search
movie-finder,dlg-bf83d967-775a-4105-ab0c-818d34358dc5,I'd like to watch a movie.,movie-search
movie-finder,dlg-c214b676-2b94-4a58-a2eb-f6dc0c95f5c6,Can you find a romantic movie for me and the wife?,movie-search
movie-finder,dlg-c30e5462-5469-4c21-97ac-3b0752609baa,I'm looking for a movie to watch tonight.,movie-search
movie-finder,dlg-cc050b8e-6407-4e49-b4c6-6d9f1bece509,"Hey, I'm looking for a movie to watch.",movie-search
movie-finder,dlg-d84cd00c-10a7-4966-ae85-de8cf96c74ed,I am going to need you to find a movie I can view tonight.,movie-search
movie-finder,dlg-dce9aa16-84ad-481c-ac98-9c89c8987cdd,"Hey Nicole, I'm staying in for the night, and need a good suggestion on a movie to watch.",movie-search
movie-finder,dlg-e5d630f2-b9bf-4af6-8276-b7b2b61d5160,"Hey, I'm looking for a movie to watch at home.",movie-search
movie-finder,dlg-e81adc79-f6f8-4018-860f-6027e7294d53,Could you find me a good movie for tonight?,movie-search
movie-finder,dlg-e86fb094-3a2a-4a6b-93e9-9272e85d71f3,I feel like watching a documentary,movie-search
movie-finder,dlg-ee37375d-4052-49ac-b343-9dddd3fa76ad,I want to find a cool super hero movie.,movie-search
movie-26,dlg-0018b735-34fe-4c43-b744-e955b6836c43,What movies are playing?,movie-search
movie-29,dlg-001f0a2e-e1ea-4eef-ab04-bc42bce02fbd,"Hi there. I'm looking for a mystery movie to watch at home, And I'm hoping it's based on an actual event and fairly recent.",movie-search
movie-12,dlg-0051fb8b-0e94-4bc7-812c-ea28d608d03d,"Hi, I'm looking for a movie theater.",movie-search
movie-19,dlg-007fd36a-ad44-4454-969a-141feaaef982,"Yeah. My favorite movie genre is horror. So, I was looking for some kind of horror film?",movie-search
movie-18,dlg-0098730d-ab71-49a5-b8a9-808bcceb1f44,Yeah. I want the movie to be Anchorman.,movie-search
movie-20,dlg-00d44a22-cd45-40a4-99bf-c03e7ff90f51,"Hi, I am in Tacoma, Washington near the University of Puget and I'm planning a movie night out.",movie-search
movie-25,dlg-00d6ada5-4318-47aa-b0bc-78f3ad80020a,I wonder if you would help me find a movie to see out tonight. I am in La Jolla near UC San Diego.,movie-search
movie-19,dlg-00eed9c5-5fe7-4754-967b-b19f20cbb98f,"Hi. I'm looking to watch a movie at home, preferably a drama film like Saving Private Ryan featuring Tom Hanks or Steven Spielberg.",movie-search
movie-19,dlg-0115f9c1-8c39-479c-ba29-f4d4df3d0ebf,"I was thinking a comedy movie. I really love Seth Rogen and director Judy Apatow. And one of my favorite movies of all time is Superbad. So, if you have something similar, that would be great.",movie-search
movie-12,dlg-01599c67-f4dd-4138-b61d-4c8bbe6647ea,Hi. Can you help me find a movie to go see in the theater?,movie-search
movie-22,dlg-0173cb08-d869-4f1c-bcc9-8575c2646aef,"Hi. I am in Chicago, Illinois near Navy Pier. I'd like to watch movie.",movie-search
movie-17,dlg-018ee002-6617-4c27-a89f-158230238630,"Hi. Please, find me the top rated new released films in theaters.",movie-search
movie-2,dlg-01ad0c2e-92c5-4623-9406-93943b10ea33,I would like help finding a movie to go see in a theater.,movie-search
movie-19,dlg-01e76dc2-6292-4d1b-a13a-a48fd359fbff,Hi. I'd like to know more about an action movie by Matt Damon.,movie-search
movie-2,dlg-01f6fb00-f372-49eb-b1d7-d53479da0f06,An action-adventure and it should have a good ratings on Rotten Tomatoes.,movie-search
movie-27,dlg-021698a1-6cd3-4b0b-8d31-416b1c262b2d,Hi. I'd like to watch a kid-friendly movie.,movie-search
movie-2,dlg-021a82b2-44e4-4ce1-830c-7a31379fbd29,I would like help finding a movie to see in the theater.,movie-search
movie-19,dlg-023dff2a-1c6b-4eeb-ab28-7e13603531de,"Hello Assistant, I need help finding a movie that's a drama with Tom Hanks in it.",movie-search
movie-21,dlg-02404ad1-04b1-405d-a8d6-790b41b7b22d,"Hi. I'm in Nashville, Tennessee near Vanderbilt University. And I'm looking to go to Mabee's tonight.",movie-search
movie-11,dlg-02455d6a-3d1f-4b4a-ad8a-7ef535a02ce4,"Hi, I'm looking what documentary movies are showing around now?",movie-search
movie-30,dlg-0249e0b2-11c9-4728-b844-67625b723b52,I'd like help finding a movie to go see with my spouse.,movie-search
movie-19,dlg-02894e24-678c-438f-923e-d1e21665e704,"Looking for a movie to watch tonight at home, something with Matt Damon. Need some action, please. It needs to be on Google Play.",movie-search
movie-28,dlg-029dcd3a-fd96-4730-8fb0-0bbffc343a4c,Yeah. I was wondering if you could help me find a movie to watch tonight at home?,movie-search
movie-20,dlg-029f0786-02bc-4029-91d1-de7cc18fe172,Hello. I'm trying to find a movie for me and my friends to watch on Friday night.,movie-search
movie-29,dlg-030036db-2bc0-4977-9cfd-e9fb9e442045,"Hi, I'm looking for a movie to rent to watch at home that is a crime genre. And that has very good ratings by Rotten Tomatoes.",movie-search
movie-2,dlg-0311ad1a-48c2-493b-82c2-d4175d3e5737,I would like to see an action movie.,movie-search
movie-28,dlg-032a7d01-8d42-41b8-8c34-399ea63f22c6,Hi. Can you help me rent a movie tonight?,movie-search
movie-2,dlg-038a15a1-2d66-4fc1-adb6-d620264089b0,I would like help finding a movie to go see in the theater.,movie-search
movie-21,dlg-038ac571-9dce-417b-8ef5-e2fdf8a9bb8f,"I'm currently located in Tacoma, Washington near University of Puget Sound. And I would like to find a movie to see in theaters.",movie-search
movie-25,dlg-0396b187-97c9-4835-b3d2-a9e41b6bf94c,"Hi. I'm in La Jolla near UC San Diego, and I was wondering if you could help me find a movie to go see tonight.",movie-search
movie-14,dlg-03b25bae-5181-4112-9273-97b5e1a6ab44,I'd like some help finding a movie to go see tonight. I am interested in finding a new release.,movie-search
movie-29,dlg-03e3f713-e943-49d9-b8f5-1313d9db51d4,"Yeah, I'm looking for a movie to rent or watch at home, and I was looking for some suggestions.",movie-search
movie-29,dlg-03e9b9d9-6546-4a0f-976f-3acad9f884b9,Hi. Can you help me find a movie to rent tonight?,movie-search
movie-6,dlg-0417f821-d316-4202-9b73-9b00b3982fa4,"Same genre, thrillers, maybe some real life drama.",movie-search
movie-18,dlg-042f1dff-3048-4d8a-ad9c-40bf5c38ea5c,I'm looking to rent a movie that is a film critic favorite.,movie-search
movie-2,dlg-043b6547-fc0c-40e2-8c7e-4f2fc186bb3b,I would like help finding a movie to go see a neighbor theater.,movie-search
movie-29,dlg-04590068-828b-438a-b246-20dc801aca73,I'm looking to watch a movie at home tonight in YouTube. Would you suggest me few movies directed by woman?,movie-search
movie-30,dlg-045b6c6e-8d48-4b30-892e-6e5783b196c9,I'd like help finding a movie to go see with my significant other.,movie-search
movie-27,dlg-046b60ed-1cc1-446c-a70c-1671e714cae1,"Hello assistant. I'm looking to rent a movie to watch at home, and I'm looking for an audience favorite. Can you help me?",movie-search
movie-22,dlg-046c849e-b576-4641-8e2e-6bcc0250c509,"Hi. Today I need some help finding movie to go watch in a theater. Right now I'm in Manhattan, New York, near the Empire State Building.",movie-search
movie-6,dlg-046c898f-486f-40d9-80b4-a62209eff04f,I want to go to the movies. I'd like to watch a drama movie.,movie-search
movie-29,dlg-04709951-4086-4354-841b-059c568223a8,"Yeah. I was thinking, how about a mystery, but I'm in a time crunch. So, can you find one that's less than 2 hours long?",movie-search
movie-30,dlg-04770f5a-2018-49ce-a322-73b500775e6e,"The second one, there's something about the city and a thousand planets, please. Can I see the trailer?",movie-search
movie-28,dlg-049539a0-84f7-4a82-b643-22047fcc2604,"Hi. I'm looking for a movie to watch at home. Something maybe that was a big hit at the box office. I tend to prefer mysteries, if that helps. And if they are based on a true story, that would be awesome.",movie-search
movie-28,dlg-0499ca95-f5a4-4cc0-b7f2-cb7f6585bca5,Hello. I'm looking to watch a movie at home.,movie-search
movie-18,dlg-04a11dd1-6ef5-4601-985f-b4b6c1734f17,I'm looking for something that's science fiction based. Maybe even Meryl Streep is in it.,movie-search
movie-2,dlg-04aca92d-9f5d-4a89-ba62-292f40438ae0,Hi. I would like help finding a movie to watch at the theater.,movie-search
movie-8,dlg-04e9a258-4ce9-4b20-8e77-63777081c5c7,Hi. I'm looking for a great and good movie Dorian.,movie-search
movie-22,dlg-04f6ada8-d02a-49da-9ab5-137b10d244fe,"I'm in Santa Monica, California near the Santa Monica Pier and I'm looking for a movie at a theater. Can you help me find one?",movie-search
movie-29,dlg-055f2a25-cee4-4ae0-8533-5466554b01d3,Hello. I am looking for a movie that's an adventure movie directed by a woman.,movie-search
movie-19,dlg-057137f1-935c-44da-a2f7-1a6431f058d6,Hi. I would like to find a movie to watch.,movie-search
movie-6,dlg-05821d72-e1c2-400f-b660-d03904b024d7,Hello. I'm looking for a movie.,movie-search
movie-30,dlg-05aab7fa-5204-4091-97ae-c3761ca7039e,I'm interested in seeing an animated movie if I could.,movie-search
movie-29,dlg-05d2a32d-8e42-4e91-8560-877d835dec27,I'd like to rent a mystery movie tonight.,movie-search
movie-26,dlg-05d47c70-9b83-4ded-af35-f7aa0bfbff21,Okay. We're looking to go out to see a movie.,movie-search
movie-29,dlg-0608e06f-91b1-4a07-bd5a-15b16551c0f1,"Hi assistant. Yes, I want to get a movie on Netflix tonight.",movie-search
movie-31e,dlg-061a073a-2e07-4e5f-b6ab-802543468a92,"A thriller, please. Something that's early showtime as possible cuz I don't want to come home late at all.",movie-search
movie-2,dlg-062a39af-2f13-4713-afba-ca51ce83f699,"Yes. I'm interested in the movie Suicide Squad particular genre, Sewer Squad.",movie-search
movie-2,dlg-0639eaac-2185-47d5-98a1-db3cb58db83e,Hi. I would like help finding a movie to see in a theater.,movie-search
movie-27,dlg-064d5b40-61b5-4106-b9bd-1270892222da,"Hi. Oh, I'm sorry. I'll turn down the Beatles trailer in the background. I just was was reviewing that. I'm looking to rent a movie at home that's kid friendly, and I'd like to watch it on Hulu Plus. So, that's important. So, it needs to be available on Hulu Plus.",movie-search
movie-31e,dlg-067bb41b-f63b-4107-bb1c-a4c1be5d333c,Hello. I want to go to the movie tonight.,movie-search
movie-19,dlg-0694c28f-94af-408e-82be-101af34f3a05,"Hi. I'm looking to rent a movie, And I don't know which one to rent. If you could help me find one.",movie-search
movie-29,dlg-069d7b79-2fd4-4df8-a880-e333f8db674a,"Hello, I'm searching for a movie that is possibly a mystery film.",movie-search
movie-10,dlg-06b8e0ef-9654-4b94-b8fd-4d5ec780ca7c,I would like to buy a movie ticket Guardians of the Galaxy.,movie-search
movie-12,dlg-06ce5be0-488a-4bd4-b3d4-ea9fedb3e8c1,Find Guardians of the Galaxy part two in theater.,movie-search
movie-29,dlg-06d4c87e-a3ae-49db-9317-5088ebc4c895,I would like for it to be a horror movie that's based on a true story.,movie-search
movie-3,dlg-06fe9443-7846-4a72-9c76-2733305af574,I want to go to the movies.,movie-search
movie-2,dlg-0718d578-e20e-4bd5-83a5-c4f75bd27345,"Well, my friend and I are looking for a movie tonight. And, we want something funny. Is there anything out?",movie-search
movie-11,dlg-075c0906-3649-4453-aa90-c6c23803aab7,I was hoping to find a documentary.,movie-search
movie-11,dlg-0765af62-5b59-4d36-b3b1-ecb45d8be88c,"Hi, I'm looking to find a funny comedy movie to watch.",movie-search
movie-11,dlg-07734ba8-e0c1-43ab-b42c-7547fa849922,I was thinking about a comedy. Are there any good comedies that are coming out sometime tonight after 7:00 pm?,movie-search
movie-26,dlg-078285ac-8e0f-456e-989f-869c7d590e43,"Hi, I'm trying to find a movie and I'm in New York near Times Square.",movie-search
movie-25,dlg-0792fa81-65a3-4e86-aacc-976d5c781f2d,"Hi. I'm planning a movie tonight. I'm currently in Seattle, near the University of Washington. Can you help me?",movie-search
movie-19,dlg-07c20c22-da0e-45ea-84d8-4d122a71ec04,"Yes, I love Tom Hanks and I like movies by Steven Spielberg.",movie-search
movie-27,dlg-07c7808b-ff41-4fd0-a15d-4b5f99d9a2e3,I'd like to help to find the movie to watch at home tonight.,movie-search
movie-2,dlg-07cdf808-917d-43f5-a40e-dff26e7d5b44,I would like help finding a movie to see in a theater.,movie-search
movie-12,dlg-07ecaeb2-8078-4433-b36f-86f1d3d0486c,Hi. I need your help in finding a movie to watch in the theater. I'm hoping I can see a thriller.,movie-search
movie-2,dlg-080b9ecb-af2b-48be-86bd-f2970a73115c,Hello. I would like help finding a movie to go see in a theater.,movie-search
movie-25,dlg-083193e7-6d0c-4810-8dcb-e97a7bb2c6d3,"Hi. I'm in La Jolla near UC, San Diego. I need help finding a movie to watch in the theaters, please.",movie-search
movie-27,dlg-0839d062-9335-4459-bfbd-47f4c8d9fc5f,I need to find a film that is a critic favorite and also should be an animation that has Brad Pitt in it.,movie-search
movie-29,dlg-085994e1-6613-4986-9971-97445c08b850,"Hello. I'm looking for a movie to watch at home tonight. Something that's generally like a drama. New release, but not too new. Make sure it's on Google Play.",movie-search
movie-17,dlg-085f4bdf-7656-49a6-9f99-ebf519510384,"Yes, i'm looking for a movie that's still in theaters that is a horror movie.",movie-search
movie-27,dlg-0864000b-94ef-4df0-84f8-655454de4586,Hi. Can you help me find movies to rent?,movie-search
movie-21,dlg-086acbb3-6618-4e78-becd-c59b048100b4,"Hi, today I need some help finding a movie to watch in the theater. I'm currently near the University of Colorado Boulder, Colorado.",movie-search
movie-3,dlg-0892f699-427f-4443-86e1-ec58c439a3f0,I want to go to the movie.,movie-search
movie-10,dlg-0895a7d9-a223-47d2-b251-0bfb27d725ba,Something that has action and adventure. Maybe a little bit of comedy.,movie-search
movie-11,dlg-08c56ba4-502d-4a9f-ac2f-03f7db833663,"Hello. Yeah, I'm looking for a movie theater.",movie-search
movie-19,dlg-0908405c-879a-4302-b3b4-6c2c7f056510,I am looking for a film Noir.,movie-search
movie-21,dlg-09103962-2b96-487c-adea-47842e5ab91e,"Yes. I'm in Boulder, Colorado near the University. Looking to go see a movie. Probably romantic because of a girlfriend, can you help me?",movie-search
movie-28,dlg-0912481c-4915-4936-9c99-6e05ec1dab6b,I'd like a movie to rent at home that's a big box office hit.,movie-search
movie-2,dlg-09542fab-6dec-45bf-a512-c7e8f52dfef3,Any drama-type movie.,movie-search
movie-2,dlg-09a2e53a-cece-4c2c-a3c8-457d4b080e4b,I would like help in finding a movie to go see in a theater.,movie-search
movie-29,dlg-09a5fc15-062c-4b07-95ad-e8b1b83d8db3,"A Western based on a true story, please. Nothing too new. Something that's been out for a while.",movie-search
movie-18,dlg-09abd9cd-c208-4388-bcfa-25c88c03dc73,Hello. I'm looking for a film critic favorite.,movie-search
movie-33e,dlg-09bf1a2f-253b-4b25-8277-630c5e58bf23,When is The Greatest Showman playing?,movie-search
movie-2,dlg-09e03f3e-3761-477b-b21c-5f5e43013d22,I would like help finding a movie to go see in a theater in Terraria.,movie-search
movie-6,dlg-0a07cb75-54ec-451a-ba33-5fa2f52814a8,I would like to go to the movie.,movie-search
movie-29,dlg-0a08ebd9-7601-4936-9884-fd8a7044da7d,"Hello, I'm looking for an adventure movie based on a true story that's available on Hulu Plus.",movie-search
movie-7,dlg-0a0d365e-2ed8-4f3f-a670-63b6f7bfa4da,I need help finding a movie to go see tonight.,movie-search
movie-29,dlg-0a0fa890-1406-49bd-94d4-52a92ec83347,I'd like you to help me finding a movie to watch at home tonight.,movie-search
movie-19,dlg-0a293ed4-b61a-47af-b9ab-0f4d67f63e35,I'm trying to find a movie that is a recent release in the theaters.,movie-search
movie-12,dlg-0a2ec317-9d38-4147-aef5-f644f566676e,"Yeah, I'm looking to go for a movie tonight. I was thinking about a suspense thriller, maybe. I'm looking for a theater that's close to my location.",movie-search
movie-3,dlg-0a6028b4-d789-4795-9ed5-a4b70d7c87b6,Is there any romantic comedies?,movie-search
movie-19,dlg-0a608d5c-9549-43e3-8a57-658292c50fb7,"Well, I can't decide, so I need help. I really like dramas. Like dramas are my favorite, and I really like Tom Hanks. So, I need some help in that area.",movie-search
movie-10,dlg-0a6e5f70-0780-4d01-aaa9-9789904dbc99,I need a suspense movie to watch. I'm in Santa Barbara.,movie-search
movie-2,dlg-0a8d5525-7119-43d5-b3ea-99fb3e616677,I would like help in finding a movie in a theater.,movie-search
movie-8,dlg-0aa291d3-ed27-47cd-96cf-cfbb5cacd1b6,I'm looking for a good movie to rent.,movie-search
movie-28,dlg-0adffeee-21d4-4556-a602-1d8048cb617c,Hi. I'd like to rent a box office hit tonight.,movie-search
movie-29,dlg-0ae6c392-b614-4ae8-b515-8b871b6a7345,Can you help me find a sci-fi movie to rent?,movie-search
movie-29,dlg-0afcd074-38e7-4abd-b3ad-483ea4bc9ac7,I want to find a Marvel comic movie or something like really similar to that. But it should last less than 2 hours.,movie-search
movie-27,dlg-0b0485b6-6d86-4132-9061-b7885faee160,Hi. I'd like to find a movie that should be less than 2 hours.,movie-search
movie-3,dlg-0b071405-9ca2-4faa-8baf-9a782d9e6fed,Are there any animation movies playing? What's the reviews for that?,movie-search
movie-28,dlg-0b154dc8-fd7c-4416-ae33-bd53feba5c3e,I'm looking for a movie to watch at home that's a big box office hit.,movie-search
movie-29,dlg-0b31d88c-bfec-4460-9bcd-1df29dd60f8c,Hi assistant. I'm looking to find a movie to rent watch at home. Can you help me find a movie?,movie-search
movie-29,dlg-0b454c3f-2031-4c7e-a5fe-679eed627e8e,Hi there. I'm looking to rent a movie at home.,movie-search
movie-28,dlg-0b6af6f9-3ae9-473b-a043-6a0c1ab6e8b9,"Yeah. Well, I don't know which one I want, but I need it on iTunes and I know that I love science fiction movies. Generally speaking, I watch a lot of rated R ones, so could you tell me about anything that's out right now?",movie-search
movie-28,dlg-0b6d4113-bc03-4f99-a370-dc3ec54354cd,"Actually, I want a fantasy movie and something that's uplifting too.",movie-search
movie-30,dlg-0b7176a5-84f9-4bed-97e7-b50c8b25a015,Please show me the highest rated children's movies on Rotten Tomatoes.,movie-search
movie-19,dlg-0b9d955f-d9be-42ec-a132-36b0cf8cee7f,"Hello. I'm trying to get your help to find me a movie to watch at home. And just to give you a little bit more information, my favorite actor is Matt Damon. And I really,  enjoy them Jason Bourne movies.",movie-search
movie-10,dlg-0bb5f86f-bdf6-435e-9798-c5e550002e6d,I'd like to see a thriller that is something action-packed. Mexia Thriller will do.,movie-search
movie-19,dlg-0bd23648-a82d-4120-9509-056044be3933,"I was thinking something by Wes Craven, something like a Nightmare on Elm Street but different.",movie-search
movie-11,dlg-0c0b87c6-b832-40e7-9eb9-b8211e4989de,I'm looking for a movie to watch tonight. Looking for a comedy with high ratings.,movie-search
movie-28,dlg-0c2dd77b-e71b-4689-98db-536e4bf0d9dd,Hello. Today I need some help finding a movie to rent and watch at home. I'm looking for an adventure type of movie.,movie-search
movie-2,dlg-0c57b6b9-2b92-4b2f-95ff-22b10fa0e198,Action-adventure or a comedy if that movie any showing in a theater.,movie-search
movie-21,dlg-0c584ffd-d732-42a5-b741-725b2c83121e,"I need to find a movie theater near my location. I'm in Madison, Wisconsin near the University of Wisconsin.",movie-search
movie-19,dlg-0ca94be5-ad8e-4ec3-bacf-72f09d8f4417,I'm looking to rent a movie at home. That would be like John Wick.,movie-search
movie-2,dlg-0cbfeb22-867b-4c91-bced-6db8953675e4,I would like help finding a movie to see in theater.,movie-search
movie-29,dlg-0cc7375d-5b0a-49a1-9656-ab8b1a72ff36,Hi. Today I need your help finding a movie to rent and watch at home. I have a movie in mind and I'm looking on YouTube to watch it. I'm wondering if the movie Trainspotting is available.,movie-search
movie-29,dlg-0cdde72b-2014-4b9e-9ac4-43487564b6d9,"Hello! Today, I need your help finding a movie to rent and watch at home. I'm looking on iTunes right now, And I'm looking for the movie Mr. Nobody.",movie-search
movie-2,dlg-0d2c5c17-d484-4454-bbcd-ba63a276ac76,I'd like to see a science fiction movie.,movie-search
movie-29,dlg-0d37a00f-750a-4e69-8e8c-a4b1f4aea657,Hi. I was wondering if you could help me find a movie to watch at home tonight.,movie-search
movie-11,dlg-0d3af2b3-ca8b-4162-94c6-9c46d10f6d60,"Hey, I'm looking to watch a scientific movie.",movie-search
movie-4,dlg-0d4924eb-d1d4-40cb-a8c6-60256c7b50b6,Hi. I want to go to the movie.,movie-search
movie-8,dlg-0d4caa7d-f628-4575-a327-2afdd09911de,I'm looking for either maybe a documentary or a drama film.,movie-search
movie-19,dlg-0d51b556-817f-43b7-a25b-d308eef294ce,"I'm in the mood for some a drama movie right now. I've always been a fan all of Tom Hanks stuff, so that might be something to go off.",movie-search
movie-29,dlg-0d5bf981-6578-4a8f-b34f-af431e128201,"Hi Assistant, I am looking to get a movie that I can watch at home. Can you help me?",movie-search
movie-8,dlg-0d7754c5-895c-40a1-a239-5136a41881b9,"Hello, I'm looking for a good movie to rent. Can you help me with that?",movie-search
movie-10,dlg-0d84fe72-c5f6-417c-8e7f-8ed4629a5203,I'd like to see a movie tonight.,movie-search
movie-7,dlg-0d880830-b92a-4fc0-b150-d6b8b3804628,I'm looking for a romantic comedy.,movie-search
movie-29,dlg-0dc52ee3-8db4-4e90-b967-d4a3f402feec,"I'm looking for a crime film. I guess, a drama film would also be good.",movie-search
movie-28,dlg-0dd32edb-090c-4026-b927-170cbb63227f,"Hi, can you help me rent a crime film?",movie-search
movie-20,dlg-0ddeb940-8964-4ceb-b9b2-9f11b8bb26d0,"Hi, I'm in Boulder, Colorado, near the university and I want to see a movie tonight.",movie-search
movie-29,dlg-0de38194-ef17-42a8-9522-d6ea02e7ef0d,How about a romance movie that has a lead female actor?,movie-search
movie-29,dlg-0de8e3bb-9f65-4190-a857-984c0734b2c7,I'd like to rent an action movie tonight.,movie-search
movie-30,dlg-0df9f6d3-d76e-44d4-8cb4-ccb9d52624bd,"Yeah, we were thinking about a comedy. Maybe something with good reviews and critic reviews?",movie-search
movie-25,dlg-0dffded0-ffea-49d4-8194-3651fb5f3ab5,I'd like to find a movie to watch in the theaters tonight.,movie-search
movie-10,dlg-0e04c9e1-29d8-4e28-aef1-20a035a7b643,I'm looking to take my girlfriend out on a date. Maybe a romantic comedy movie.,movie-search
movie-33e,dlg-0e10542c-daf0-4f66-9347-d859b7eb013e,When is Darkest Hour playing?,movie-search
movie-28,dlg-0e23c26d-d8bf-4904-873e-e1804dfbd2ed,I like science fiction and a big box office hit.,movie-search
movie-31e,dlg-0e309f70-74fb-4339-bc33-d9f69b079a06,"Hi. Assistant, I want to go to the movies tonight.",movie-search
movie-6,dlg-0e4bf82c-e5f7-4297-b023-7c69dd35e451,Something that's a thriller movie or a drama like with thriller in it.,movie-search
movie-15,dlg-0e598265-9583-471e-b8c4-d6d4ca4bc80b,"I'd like help finding a movie to go see in Albany, New York.",movie-search
movie-20,dlg-0e617daf-56fa-4283-90f7-a2545e5f676c,"Hi, I'm in Tacoma, Washington near the University of Puget Sound and I'm looking for a movie to watch.",movie-search
movie-25,dlg-0e61a1c3-f36d-4b95-a8ea-e133fd551632,I would like help finding a movie to watch in the theaters.,movie-search
movie-26,dlg-0e68de6b-a210-47ed-9fac-0788cbd6ab72,"Hi, I am in New York City near Times Square, and I'm looking to watch a movie in a movie theater.",movie-search
movie-27,dlg-0e900817-8d0c-4ddd-ba28-b0f28422a6dc,"Hello, I need to find a kid-friendly comedy involving Meryl Streep.",movie-search
movie-25,dlg-0e923085-2c43-460f-85d7-bbd5c793a2f4,"Hello, I need help picking a movie to watch at a movie theater tonight. I'm in Boston, near Boston College.",movie-search
